Date_reported, Country_code, Country, WHO_region, New_cases, Cumulative_cases, New_deaths, Cumulative_deaths
2020-02-13,CN,China,WPRO,15152,59882,252,1369
2020-02-14,CN,China,WPRO,4050,63932,152,1521
2020-02-15,CN,China,WPRO,2644,66576,142,1663
2020-02-16,CN,China,WPRO,2008,68584,104,1767
2020-02-17,CN,China,WPRO,2051,70635,98,1865
2020-02-18,CN,China,WPRO,1893,72528,139,2004
2020-02-19,CN,China,WPRO,1750,74278,113,2117
2020-02-20,CN,China,WPRO,397,74675,122,2239
2020-02-21,CN,China,WPRO,893,75568,0,2239
2020-02-22,CN,China,WPRO,825,76393,205,2444
2020-02-23,CN,China,WPRO,649,77042,2,2446
2020-02-24,CN,China,WPRO,220,77262,150,2596
2020-02-25,CN,China,WPRO,517,77779,70,2666
2020-02-26,CN,China,WPRO,411,78190,52,2718
2020-02-27,CN,China,WPRO,440,78630,29,2747
2020-02-28,CN,China,WPRO,329,78959,44,2791
2020-02-29,CN,China,WPRO,430,79389,47,2838
2020-03-01,CN,China,WPRO,579,79968,35,2873
2020-03-02,CN,China,WPRO,206,80174,42,2915
2020-03-03,CN,China,WPRO,128,80302,33,2948
2020-03-04,CN,China,WPRO,120,80422,36,2984
2020-03-05,CN,China,WPRO,143,80565,32,3016
2020-03-06,CN,China,WPRO,145,80710,29,3045
2020-03-07,CN,China,WPRO,103,80813,28,3073
2020-03-08,CN,China,WPRO,46,80859,28,3101
2020-03-09,CN,China,WPRO,45,80904,23,3124
2020-03-10,CN,China,WPRO,20,80924,16,3140
2020-03-11,CN,China,WPRO,31,80955,22,3162
2020-03-12,CN,China,WPRO,25,80980,11,3173
2020-03-13,CN,China,WPRO,11,80991,8,3181
2020-03-14,CN,China,WPRO,30,81021,13,3194
2020-03-15,CN,China,WPRO,27,81048,10,3204
2020-03-16,CN,China,WPRO,29,81077,14,3218
2020-03-17,CN,China,WPRO,40,81117,13,3231
2020-03-18,CN,China,WPRO,34,81151,11,3242
2020-03-19,CN,China,WPRO,86,81237,8,3250
2020-03-20,CN,China,WPRO,63,81300,5,3255
2020-03-21,CN,China,WPRO,116,81416,6,3261
2020-03-22,CN,China,WPRO,82,81498,6,3267
2020-03-23,CN,China,WPRO,103,81601,9,3276
2020-03-24,CN,China,WPRO,146,81747,7,3283
2020-03-25,CN,China,WPRO,101,81848,4,3287
2020-03-26,CN,China,WPRO,113,81961,6,3293
2020-03-27,CN,China,WPRO,117,82078,5,3298
2020-03-28,CN,China,WPRO,135,82213,3,3301
2020-03-29,CN,China,WPRO,128,82341,5,3306
2020-03-30,CN,China,WPRO,106,82447,4,3310
2020-03-31,CN,China,WPRO,98,82545,4,3314
2020-04-01,CN,China,WPRO,86,82631,7,3321
2020-04-02,CN,China,WPRO,93,82724,6,3327
2020-04-03,CN,China,WPRO,78,82802,4,3331
2020-04-04,CN,China,WPRO,73,82875,4,3335
2020-04-05,CN,China,WPRO,55,82930,3,3338
2020-04-06,CN,China,WPRO,75,83005,2,3340
2020-04-07,CN,China,WPRO,67,83072,0,3340
2020-04-08,CN,China,WPRO,85,83157,2,3342
2020-04-09,CN,China,WPRO,92,83249,2,3344
2020-04-10,CN,China,WPRO,56,83305,1,3345
2020-04-11,CN,China,WPRO,64,83369,4,3349
2020-04-12,CN,China,WPRO,113,83482,0,3349
2020-04-13,CN,China,WPRO,115,83597,2,3351
2020-04-14,CN,China,WPRO,99,83696,0,3351
2020-04-15,CN,China,WPRO,49,83745,1,3352
2020-04-16,CN,China,WPRO,52,83797,0,3352
2020-04-17,CN,China,WPRO,27,83824,0,3352
2020-04-18,CN,China,WPRO,356,84180,1290,4642
2020-04-19,CN,China,WPRO,21,84201,0,4642
2020-04-20,CN,China,WPRO,36,84237,0,4642
2020-04-21,CN,China,WPRO,13,84250,0,4642
2020-04-22,CN,China,WPRO,37,84287,0,4642
2020-04-23,CN,China,WPRO,15,84302,0,4642
2020-04-24,CN,China,WPRO,9,84311,0,4642
2020-04-25,CN,China,WPRO,13,84324,0,4642
2020-04-26,CN,China,WPRO,14,84338,0,4642
2020-04-27,CN,China,WPRO,3,84341,1,4643
2020-04-28,CN,China,WPRO,6,84347,0,4643
2020-04-29,CN,China,WPRO,22,84369,0,4643
2020-04-30,CN,China,WPRO,4,84373,0,4643
2020-05-01,CN,China,WPRO,12,84385,0,4643
2020-05-02,CN,China,WPRO,3,84388,0,4643
2020-05-03,CN,China,WPRO,5,84393,0,4643
2020-05-04,CN,China,WPRO,7,84400,0,4643
2020-05-05,CN,China,WPRO,4,84404,0,4643
2020-05-06,CN,China,WPRO,2,84406,0,4643
2020-05-07,CN,China,WPRO,3,84409,0,4643
2020-05-08,CN,China,WPRO,6,84415,0,4643
2020-05-09,CN,China,WPRO,1,84416,0,4643
2020-05-10,CN,China,WPRO,14,84430,0,4643
2020-05-11,CN,China,WPRO,20,84450,0,4643
2020-05-12,CN,China,WPRO,1,84451,1,4644
2020-05-13,CN,China,WPRO,7,84458,0,4644
2020-05-14,CN,China,WPRO,6,84464,0,4644
2020-05-15,CN,China,WPRO,5,84469,0,4644
2020-05-16,CN,China,WPRO,9,84478,0,4644
2020-05-17,CN,China,WPRO,6,84484,1,4645
2020-05-18,CN,China,WPRO,10,84494,0,4645
2020-05-19,CN,China,WPRO,6,84500,0,4645
2020-05-20,CN,China,WPRO,5,84505,0,4645
2020-05-21,CN,China,WPRO,2,84507,0,4645
2020-05-22,CN,China,WPRO,13,84520,0,4645
2020-05-23,CN,China,WPRO,2,84522,0,4645
2020-05-24,CN,China,WPRO,3,84525,0,4645
2020-05-25,CN,China,WPRO,11,84536,0,4645
2020-05-26,CN,China,WPRO,7,84543,0,4645
2020-05-27,CN,China,WPRO,1,84544,0,4645
2020-05-28,CN,China,WPRO,3,84547,0,4645
2020-05-29,CN,China,WPRO,0,84547,0,4645
2020-05-30,CN,China,WPRO,18,84565,0,4645
2020-05-31,CN,China,WPRO,5,84570,0,4645
2020-06-01,CN,China,WPRO,18,84588,0,4645
2020-06-02,CN,China,WPRO,9,84597,0,4645
2020-06-03,CN,China,WPRO,5,84602,0,4645
2020-06-04,CN,China,WPRO,1,84603,0,4645
2020-06-05,CN,China,WPRO,11,84614,0,4645
2020-06-06,CN,China,WPRO,6,84620,0,4645
2020-06-07,CN,China,WPRO,9,84629,0,4645
2020-06-08,CN,China,WPRO,5,84634,0,4645
2020-06-09,CN,China,WPRO,1,84635,0,4645
2020-06-10,CN,China,WPRO,6,84641,0,4645
2020-06-11,CN,China,WPRO,11,84652,0,4645
2020-06-12,CN,China,WPRO,7,84659,0,4645
2020-06-13,CN,China,WPRO,12,84671,0,4645
2020-06-14,CN,China,WPRO,58,84729,0,4645
2020-06-15,CN,China,WPRO,49,84778,0,4645
2020-06-16,CN,China,WPRO,45,84823,0,4645
2020-06-17,CN,China,WPRO,44,84867,0,4645
2020-06-18,CN,China,WPRO,36,84903,0,4645
2020-06-19,CN,China,WPRO,37,84940,0,4645
2020-06-20,CN,China,WPRO,30,84970,0,4645
2020-06-21,CN,China,WPRO,27,84997,1,4646
2020-06-22,CN,China,WPRO,21,85018,0,4646
2020-06-23,CN,China,WPRO,52,85070,0,4646
2020-06-24,CN,China,WPRO,28,85098,1,4647
2020-06-25,CN,China,WPRO,21,85119,0,4647
2020-06-26,CN,China,WPRO,29,85148,1,4648
2020-06-27,CN,China,WPRO,24,85172,0,4648
2020-06-28,CN,China,WPRO,18,85190,0,4648
2020-06-29,CN,China,WPRO,14,85204,0,4648
2020-06-30,CN,China,WPRO,23,85227,0,4648
2020-07-01,CN,China,WPRO,5,85232,0,4648
2020-07-02,CN,China,WPRO,31,85263,0,4648
2020-07-03,CN,China,WPRO,15,85278,0,4648
2020-07-04,CN,China,WPRO,9,85287,0,4648
2020-07-05,CN,China,WPRO,19,85306,0,4648
2020-07-06,CN,China,WPRO,14,85320,0,4648
2020-07-07,CN,China,WPRO,25,85345,0,4648
2020-07-08,CN,China,WPRO,21,85366,0,4648
2020-07-09,CN,China,WPRO,33,85399,0,4648
2020-07-10,CN,China,WPRO,46,85445,0,4648
2020-07-11,CN,China,WPRO,42,85487,0,4648
2020-07-12,CN,China,WPRO,35,85522,0,4648
2020-07-13,CN,China,WPRO,46,85568,0,4648
2020-07-14,CN,China,WPRO,55,85623,1,4649
2020-07-15,CN,China,WPRO,54,85677,0,4649
2020-07-16,CN,China,WPRO,20,85697,2,4651
2020-07-17,CN,China,WPRO,78,85775,0,4651
2020-07-18,CN,China,WPRO,82,85857,1,4652
2020-07-19,CN,China,WPRO,80,85937,1,4653
2020-07-20,CN,China,WPRO,131,86068,0,4653
2020-07-21,CN,China,WPRO,84,86152,0,4653
2020-07-22,CN,China,WPRO,74,86226,2,4655
2020-07-23,CN,China,WPRO,135,86361,0,4655
2020-07-24,CN,China,WPRO,139,86500,1,4656
2020-07-25,CN,China,WPRO,160,86660,1,4657
2020-07-26,CN,China,WPRO,179,86839,2,4659
2020-07-27,CN,China,WPRO,189,87028,0,4659
2020-07-28,CN,China,WPRO,217,87245,4,4663
2020-07-29,CN,China,WPRO,212,87457,1,4664
2020-07-30,CN,China,WPRO,223,87680,1,4665
2020-07-31,CN,China,WPRO,276,87956,1,4666
2020-08-01,CN,China,WPRO,166,88122,2,4668
2020-08-02,CN,China,WPRO,180,88302,6,4674
2020-08-03,CN,China,WPRO,158,88460,3,4677
2020-08-04,CN,China,WPRO,114,88574,1,4678
2020-08-05,CN,China,WPRO,108,88682,5,4683
2020-08-06,CN,China,WPRO,122,88804,1,4684
2020-08-07,CN,China,WPRO,133,88937,3,4687
2020-08-08,CN,China,WPRO,120,89057,1,4688
2020-08-09,CN,China,WPRO,92,89149,0,4688
2020-08-10,CN,China,WPRO,121,89270,5,4693
2020-08-11,CN,China,WPRO,113,89383,3,4696
2020-08-12,CN,China,WPRO,61,89444,3,4699
2020-08-13,CN,China,WPRO,82,89526,5,4704
2020-08-14,CN,China,WPRO,99,89625,3,4707
2020-08-15,CN,China,WPRO,70,89695,1,4708
2020-08-16,CN,China,WPRO,66,89761,2,4710
2020-08-17,CN,China,WPRO,98,89859,0,4710
2020-08-18,CN,China,WPRO,67,89926,0,4710
2020-08-19,CN,China,WPRO,54,89980,2,4712
2020-08-20,CN,China,WPRO,33,90013,1,4713
2020-08-21,CN,China,WPRO,40,90053,3,4716
2020-08-22,CN,China,WPRO,50,90103,0,4716
2020-08-23,CN,China,WPRO,38,90141,1,4717
2020-08-24,CN,China,WPRO,41,90182,1,4718
2020-08-25,CN,China,WPRO,23,90205,0,4718
2020-08-26,CN,China,WPRO,34,90239,1,4719
2020-08-27,CN,China,WPRO,32,90271,1,4720
2020-08-28,CN,China,WPRO,30,90301,2,4722
2020-08-29,CN,China,WPRO,22,90323,3,4725
2020-08-30,CN,China,WPRO,28,90351,3,4728
2020-08-31,CN,China,WPRO,32,90383,1,4729
2020-09-01,CN,China,WPRO,19,90402,1,4730
2020-09-02,CN,China,WPRO,20,90422,1,4731
2020-09-03,CN,China,WPRO,20,90442,3,4734
2020-09-04,CN,China,WPRO,33,90475,1,4735
2020-09-05,CN,China,WPRO,23,90498,0,4735
2020-09-06,CN,China,WPRO,19,90517,0,4735
2020-09-07,CN,China,WPRO,34,90551,2,4737
2020-09-08,CN,China,WPRO,22,90573,2,4739
2020-09-09,CN,China,WPRO,9,90582,1,4740
2020-09-10,CN,China,WPRO,13,90595,0,4740
2020-09-11,CN,China,WPRO,28,90623,0,4740
2020-09-12,CN,China,WPRO,20,90643,0,4740
2020-09-13,CN,China,WPRO,23,90666,1,4741
2020-09-14,CN,China,WPRO,29,90695,0,4741
2020-09-15,CN,China,WPRO,23,90718,1,4742
2020-09-16,CN,China,WPRO,16,90734,1,4743
2020-09-17,CN,China,WPRO,19,90753,0,4743
2020-09-18,CN,China,WPRO,44,90797,0,4743
2020-09-19,CN,China,WPRO,17,90814,1,4744
2020-09-20,CN,China,WPRO,26,90840,0,4744
2020-09-21,CN,China,WPRO,36,90876,0,4744
2020-09-22,CN,China,WPRO,14,90890,0,4744
2020-09-23,CN,China,WPRO,18,90908,0,4744
2020-09-24,CN,China,WPRO,10,90918,1,4745
2020-09-25,CN,China,WPRO,15,90933,0,4745
2020-09-26,CN,China,WPRO,18,90951,1,4746
2020-09-27,CN,China,WPRO,15,90966,0,4746
2020-09-28,CN,China,WPRO,27,90993,0,4746
2020-09-29,CN,China,WPRO,25,91018,0,4746
2020-09-30,CN,China,WPRO,23,91041,0,4746
2020-10-01,CN,China,WPRO,20,91061,0,4746
2020-10-02,CN,China,WPRO,21,91082,0,4746
2020-10-03,CN,China,WPRO,19,91101,0,4746
2020-10-04,CN,China,WPRO,20,91121,0,4746
2020-10-05,CN,China,WPRO,25,91146,0,4746
2020-10-06,CN,China,WPRO,24,91170,0,4746
2020-10-07,CN,China,WPRO,18,91188,0,4746
2020-10-08,CN,China,WPRO,24,91212,0,4746
2020-10-09,CN,China,WPRO,40,91252,0,4746
2020-10-10,CN,China,WPRO,26,91278,0,4746
2020-10-11,CN,China,WPRO,27,91305,0,4746
2020-10-12,CN,China,WPRO,28,91333,0,4746
2020-10-13,CN,China,WPRO,26,91359,0,4746
2020-10-14,CN,China,WPRO,28,91387,0,4746
2020-10-15,CN,China,WPRO,11,91398,0,4746
2020-10-16,CN,China,WPRO,36,91434,0,4746
2020-10-17,CN,China,WPRO,25,91459,0,4746
2020-10-18,CN,China,WPRO,30,91489,0,4746
2020-10-19,CN,China,WPRO,17,91506,0,4746
2020-10-20,CN,China,WPRO,39,91545,0,4746
2020-10-21,CN,China,WPRO,19,91564,0,4746
2020-10-22,CN,China,WPRO,23,91587,0,4746
2020-10-23,CN,China,WPRO,33,91620,0,4746
2020-10-24,CN,China,WPRO,32,91652,0,4746
2020-10-25,CN,China,WPRO,22,91674,0,4746
2020-10-26,CN,China,WPRO,26,91700,0,4746
2020-10-27,CN,China,WPRO,24,91724,0,4746
2020-10-28,CN,China,WPRO,47,91771,0,4746
2020-10-29,CN,China,WPRO,50,91821,0,4746
2020-10-30,CN,China,WPRO,31,91852,0,4746
2020-10-31,CN,China,WPRO,41,91893,0,4746
2020-11-01,CN,China,WPRO,28,91921,0,4746
2020-11-02,CN,China,WPRO,34,91955,0,4746
2020-11-03,CN,China,WPRO,60,92015,0,4746
2020-11-04,CN,China,WPRO,30,92045,0,4746
2020-11-05,CN,China,WPRO,32,92077,1,4747
2020-11-06,CN,China,WPRO,44,92121,1,4748
2020-11-07,CN,China,WPRO,43,92164,0,4748
2020-11-08,CN,China,WPRO,31,92195,0,4748
2020-11-09,CN,China,WPRO,47,92242,0,4748
2020-11-10,CN,China,WPRO,29,92271,0,4748
2020-11-11,CN,China,WPRO,28,92299,1,4749
2020-11-12,CN,China,WPRO,37,92336,0,4749
2020-11-13,CN,China,WPRO,36,92372,0,4749
2020-11-14,CN,China,WPRO,32,92404,0,4749
2020-11-15,CN,China,WPRO,24,92428,0,4749
2020-11-16,CN,China,WPRO,24,92452,0,4749
2020-11-17,CN,China,WPRO,24,92476,0,4749
2020-11-18,CN,China,WPRO,14,92490,0,4749
2020-11-19,CN,China,WPRO,23,92513,0,4749
2020-11-20,CN,China,WPRO,31,92544,0,4749
2020-11-21,CN,China,WPRO,44,92588,0,4749
2020-11-22,CN,China,WPRO,60,92648,0,4749
2020-11-23,CN,China,WPRO,85,92733,0,4749
2020-11-24,CN,China,WPRO,96,92829,0,4749
2020-11-25,CN,China,WPRO,85,92914,0,4749
2020-11-26,CN,China,WPRO,111,93025,0,4749
2020-11-27,CN,China,WPRO,88,93113,0,4749
2020-11-28,CN,China,WPRO,112,93225,0,4749
2020-11-29,CN,China,WPRO,104,93329,1,4750
2020-11-30,CN,China,WPRO,136,93465,0,4750
2020-12-01,CN,China,WPRO,112,93577,0,4750
2020-12-02,CN,China,WPRO,91,93668,0,4750
2020-12-03,CN,China,WPRO,129,93797,1,4751
2020-12-04,CN,China,WPRO,108,93905,1,4752
2020-12-05,CN,China,WPRO,133,94038,1,4753
2020-12-06,CN,China,WPRO,122,94160,0,4753
2020-12-07,CN,China,WPRO,133,94293,0,4753
2020-12-08,CN,China,WPRO,90,94383,0,4753
2020-12-09,CN,China,WPRO,117,94500,0,4753
2020-12-10,CN,China,WPRO,118,94618,2,4755
2020-12-11,CN,China,WPRO,131,94749,0,4755
2020-12-12,CN,China,WPRO,100,94849,0,4755
2020-12-13,CN,China,WPRO,101,94950,1,4756
2020-12-14,CN,China,WPRO,114,95064,2,4758
2020-12-15,CN,China,WPRO,103,95167,3,4761
2020-12-16,CN,China,WPRO,112,95279,3,4764
2020-12-17,CN,China,WPRO,96,95375,0,4764
2020-12-18,CN,China,WPRO,116,95491,2,4766
2020-12-19,CN,China,WPRO,89,95580,4,4770
2020-12-20,CN,China,WPRO,136,95716,0,4770
2020-12-21,CN,China,WPRO,100,95816,1,4771
2020-12-22,CN,China,WPRO,100,95916,1,4772
2020-12-23,CN,China,WPRO,82,95998,1,4773
2020-12-24,CN,China,WPRO,76,96074,1,4774
2020-12-25,CN,China,WPRO,85,96159,2,4776
2020-12-26,CN,China,WPRO,81,96240,1,4777
2020-12-27,CN,China,WPRO,84,96324,0,4777
2020-12-28,CN,China,WPRO,93,96417,1,4778
2020-12-29,CN,China,WPRO,96,96513,4,4782
2020-12-30,CN,China,WPRO,79,96592,2,4784
2020-12-31,CN,China,WPRO,81,96673,4,4788
2021-01-01,CN,China,WPRO,89,96762,1,4789
2021-01-02,CN,China,WPRO,67,96829,1,4790
2021-01-03,CN,China,WPRO,65,96894,1,4791
2021-01-04,CN,China,WPRO,78,96972,0,4791
2021-01-05,CN,China,WPRO,89,97061,3,4794
2021-01-06,CN,China,WPRO,66,97127,0,4794
2021-01-07,CN,China,WPRO,90,97217,1,4795
2021-01-08,CN,China,WPRO,89,97306,0,4795
2021-01-09,CN,China,WPRO,81,97387,1,4796
2021-01-10,CN,China,WPRO,131,97518,2,4798
2021-01-11,CN,China,WPRO,134,97652,1,4799
2021-01-12,CN,China,WPRO,102,97754,1,4800
2021-01-13,CN,China,WPRO,179,97933,1,4801
2021-01-14,CN,China,WPRO,184,98117,2,4803
2021-01-15,CN,China,WPRO,173,98290,0,4803
2021-01-16,CN,China,WPRO,169,98459,0,4803
2021-01-17,CN,China,WPRO,166,98625,1,4804
2021-01-18,CN,China,WPRO,169,98794,0,4804
2021-01-19,CN,China,WPRO,232,99026,1,4805
2021-01-20,CN,China,WPRO,165,99191,2,4807
2021-01-21,CN,China,WPRO,223,99414,1,4808
2021-01-22,CN,China,WPRO,175,99589,1,4809
2021-01-23,CN,China,WPRO,178,99767,1,4810
2021-01-24,CN,China,WPRO,164,99931,0,4810
2021-01-25,CN,China,WPRO,205,100136,1,4811
2021-01-26,CN,China,WPRO,155,100291,3,4814
2021-01-27,CN,China,WPRO,140,100431,2,4816
2021-01-28,CN,China,WPRO,117,100548,2,4818
2021-01-29,CN,China,WPRO,93,100641,2,4820
2021-01-30,CN,China,WPRO,106,100747,1,4821
2021-01-31,CN,China,WPRO,130,100877,2,4823
2021-02-01,CN,China,WPRO,97,100974,2,4825
2021-02-02,CN,China,WPRO,65,101039,1,4826
2021-02-03,CN,China,WPRO,53,101092,2,4828
2021-02-04,CN,China,WPRO,51,101143,1,4829
2021-02-05,CN,China,WPRO,44,101187,2,4831
2021-02-06,CN,China,WPRO,54,101241,0,4831
2021-02-07,CN,China,WPRO,31,101272,0,4831
2021-02-08,CN,China,WPRO,44,101316,0,4831
2021-02-09,CN,China,WPRO,47,101363,0,4831
2021-02-10,CN,China,WPRO,45,101408,2,4833
2021-02-11,CN,China,WPRO,21,101429,1,4834
2021-02-12,CN,China,WPRO,34,101463,2,4836
2021-02-13,CN,China,WPRO,33,101496,1,4837
2021-02-14,CN,China,WPRO,19,101515,1,4838
2021-02-15,CN,China,WPRO,21,101536,0,4838
2021-02-16,CN,China,WPRO,25,101561,0,4838
2021-02-17,CN,China,WPRO,15,101576,2,4840
2021-02-18,CN,China,WPRO,28,101604,2,4842
2021-02-19,CN,China,WPRO,20,101624,0,4842
2021-02-20,CN,China,WPRO,22,101646,0,4842
2021-02-21,CN,China,WPRO,23,101669,0,4842
2021-02-22,CN,China,WPRO,31,101700,0,4842
2021-02-23,CN,China,WPRO,26,101726,0,4842
2021-02-24,CN,China,WPRO,24,101750,0,4842
2021-02-25,CN,China,WPRO,28,101778,1,4843
2021-02-26,CN,China,WPRO,24,101802,0,4843
2021-02-27,CN,China,WPRO,34,101836,0,4843
2021-02-28,CN,China,WPRO,42,101878,0,4843
2021-03-01,CN,China,WPRO,42,101920,1,4844
2021-03-02,CN,China,WPRO,25,101945,1,4845
2021-03-03,CN,China,WPRO,23,101968,0,4845
2021-03-04,CN,China,WPRO,27,101995,0,4845
2021-03-05,CN,China,WPRO,20,102015,1,4846
2021-03-06,CN,China,WPRO,21,102036,0,4846
2021-03-07,CN,China,WPRO,28,102064,2,4848
2021-03-08,CN,China,WPRO,37,102101,0,4848
2021-03-09,CN,China,WPRO,24,102125,0,4848
2021-03-10,CN,China,WPRO,27,102152,0,4848
2021-03-11,CN,China,WPRO,20,102172,1,4849
2021-03-12,CN,China,WPRO,31,102203,0,4849
2021-03-13,CN,China,WPRO,73,102276,0,4849
2021-03-14,CN,China,WPRO,57,102333,0,4849
2021-03-15,CN,China,WPRO,30,102363,0,4849
2021-03-16,CN,China,WPRO,48,102411,0,4849
2021-03-17,CN,China,WPRO,22,102433,0,4849
2021-03-18,CN,China,WPRO,17,102450,0,4849
2021-03-19,CN,China,WPRO,29,102479,0,4849
2021-03-20,CN,China,WPRO,23,102502,0,4849
2021-03-21,CN,China,WPRO,21,102523,0,4849
2021-03-22,CN,China,WPRO,16,102539,0,4849
2021-03-23,CN,China,WPRO,27,102566,0,4849
2021-03-24,CN,China,WPRO,23,102589,1,4850
2021-03-25,CN,China,WPRO,23,102612,0,4850
2021-03-26,CN,China,WPRO,23,102635,0,4850
2021-03-27,CN,China,WPRO,24,102659,1,4851
2021-03-28,CN,China,WPRO,21,102680,0,4851
2021-03-29,CN,China,WPRO,18,102698,0,4851
2021-03-30,CN,China,WPRO,17,102715,0,4851
2021-03-31,CN,China,WPRO,19,102734,0,4851
2021-04-01,CN,China,WPRO,28,102762,0,4851
